Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2017,Yakima,WA,Passenger,45,57,102,159385,159487,0.06
January 31 2020,Skamania,WA,Passenger,29,19,48,8761,8809,0.54
June 30 2019,Columbia,WA,Passenger,2,2,4,2451,2455,0.16
January 31 2017,Whatcom,WA,Truck,2,0,2,41335,41337,0.00
December 31 2020,Lane,OR,Passenger,0,1,1,146,147,0.68
January 31 2021,Gwinnett,GA,Passenger,1,0,1,69,70,1.43
October 31 2023,Benton,WA,Truck,31,0,31,43094,43125,0.07
May 31 2022,Nueces,TX,Passenger,1,1,2,59,61,3.28
January 31 2017,Multnomah,OR,Passenger,0,3,3,1283,1286,0.23
April 30 2022,Collin,TX,Passenger,3,0,3,109,112,2.68
June 30 2023,Denton,TX,Passenger,1,0,1,46,47,2.13
December 31 2017,Hamilton,TN,Passenger,1,0,1,21,22,4.55
December 31 2018,Douglas,WA,Passenger,50,34,84,28007,28091,0.30
March 31 2021,Chesapeake,VA,Passenger,0,2,2,416,418,0.48
January 31 2019,Douglas,NE,Passenger,0,1,1,68,69,1.45
December 31 2022,Jefferson,WA,Truck,6,0,6,9357,9363,0.06
December 31 2022,Arapahoe,CO,Passenger,0,1,1,86,87,1.15
November 30 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
February 28 2022,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
November 30 2021,Collier,FL,Passenger,1,0,1,22,23,4.35
February 28 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
September 30 2021,Cumberland,NC,Passenger,0,4,4,424,428,0.93
June 30 2022,Ventura,CA,Passenger,1,2,3,246,249,1.20
October 31 2023,Lincoln,WA,Truck,0,0,0,4802,4802,0.00
October 31 2023,Franklin,WA,Truck,7,0,7,20914,20921,0.03
March 31 2018,Latah,ID,Passenger,0,1,1,81,82,1.22
May 31 2018,Lee,AL,Passenger,1,0,1,33,34,2.94
March 31 2019,Mercer,NJ,Passenger,0,1,1,20,21,4.76
November 30 2023,DuPage,IL,Passenger,2,1,3,30,33,9.09
November 30 2023,Texas,MO,Passenger,1,0,1,1,2,50.00
September 30 2023,Whatcom,WA,Passenger,2736,962,3698,147902,151600,2.44
March 31 2023,Pend Oreille,WA,Passenger,28,13,41,8915,8956,0.46
October 31 2023,Kootenai,ID,Passenger,0,1,1,103,104,0.96
April 30 2017,Arlington,VA,Passenger,1,1,2,169,171,1.17
June 30 2023,Deschutes,OR,Passenger,1,0,1,67,68,1.47
July 31 2021,Pacific,WA,Truck,0,0,0,7956,7956,0.00
October 31 2023,Galveston,TX,Passenger,0,1,1,13,14,7.14
June 30 2020,Walla Walla,WA,Passenger,73,62,135,35819,35954,0.38
March 31 2022,Charles,MD,Passenger,0,1,1,64,65,1.54
June 30 2019,Albemarle,VA,Passenger,1,0,1,24,25,4.00
August 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
April 30 2019,San Juan,WA,Passenger,204,69,273,14326,14599,1.87
December 31 2021,Skagit,WA,Passenger,694,302,996,91073,92069,1.08
July 31 2019,Kootenai,ID,Passenger,1,2,3,221,224,1.34
October 31 2022,New London,CT,Passenger,3,2,5,186,191,2.62
May 31 2018,Travis,TX,Passenger,1,1,2,202,204,0.98
May 31 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
January 31 2020,Collin,TX,Passenger,2,1,3,142,145,2.07
February 28 2018,Richland,SC,Passenger,0,1,1,174,175,0.57
March 31 2024,Solano,CA,Passenger,5,0,5,124,129,3.88
November 30 2022,Sheridan,WY,Passenger,1,0,1,6,7,14.29
February 28 2021,Washington,MD,Passenger,1,0,1,9,10,10.00
April 30 2022,Jefferson,WA,Passenger,414,210,624,24715,25339,2.46
August 31 2022,San Mateo,CA,Passenger,1,0,1,80,81,1.23
January 31 2022,Hawaii,HI,Passenger,1,0,1,42,43,2.33
November 30 2018,Kalamazoo,MI,Passenger,1,0,1,17,18,5.56
December 31 2020,Chesapeake,VA,Passenger,0,2,2,422,424,0.47
March 31 2020,Chelan,WA,Truck,0,0,0,22546,22546,0.00
February 28 2021,Allegheny,PA,Passenger,2,1,3,76,79,3.80
September 30 2023,Sedgwick,KS,Passenger,1,0,1,50,51,1.96
October 31 2020,Hennepin,MN,Passenger,2,0,2,89,91,2.20
March 31 2017,Skagit,WA,Passenger,118,91,209,87513,87722,0.24
April 30 2023,Pacific,WA,Passenger,74,90,164,15614,15778,1.04
September 30 2019,Placer,CA,Passenger,1,0,1,101,102,0.98
September 30 2020,Clallam,WA,Truck,1,0,1,21765,21766,0.00
June 30 2019,Ada,ID,Passenger,0,2,2,320,322,0.62
August 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,75,76,1.32
May 31 2019,Sacramento,CA,Passenger,0,1,1,305,306,0.33
January 31 2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
March 31 2023,Cass,MN,Passenger,0,1,1,1,2,50.00
October 31 2020,Cumberland,NC,Passenger,0,3,3,462,465,0.65
July 31 2020,Boulder,CO,Passenger,1,1,2,48,50,4.00
August 31 2023,Maui,HI,Passenger,1,0,1,22,23,4.35
May 31 2021,Greene,MO,Passenger,0,1,1,36,37,2.70
June 30 2022,Cowlitz,WA,Truck,2,1,3,28535,28538,0.01
February 28 2022,Cowlitz,WA,Truck,0,1,1,28889,28890,0.00
August 31 2019,Denver,CO,Passenger,1,0,1,130,131,0.76
March 31 2024,Placer,CA,Passenger,1,0,1,51,52,1.92
May 31 2018,Klickitat,WA,Truck,0,0,0,8079,8079,0.00
April 30 2024,Howard,MD,Passenger,0,2,2,48,50,4.00
June 30 2019,Garfield,WA,Passenger,1,1,2,1297,1299,0.15
November 30 2017,Stevens,WA,Passenger,10,21,31,31547,31578,0.10
January 31 2018,Arlington,VA,Passenger,1,2,3,174,177,1.69
January 31 2020,Whatcom,WA,Truck,3,0,3,43227,43230,0.01
June 30 2020,Middlesex,MA,Passenger,1,0,1,96,97,1.03
November 30 2023,Shelby,AL,Passenger,1,0,1,5,6,16.67
February 28 2021,Kauai,HI,Passenger,1,0,1,19,20,5.00
November 30 2023,Skagit,WA,Truck,30,0,30,31636,31666,0.09
October 31 2023,Douglas,WA,Truck,8,0,8,13031,13039,0.06
August 31 2019,Ada,ID,Passenger,0,2,2,317,319,0.63
June 30 2019,Denver,CO,Passenger,1,0,1,136,137,0.73
January 31 2019,Norfolk,VA,Passenger,2,2,4,341,345,1.16
April 30 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
June 30 2023,Stevens,WA,Passenger,114,67,181,29680,29861,0.61
August 31 2022,Riverside,CA,Passenger,7,1,8,474,482,1.66
September 30 2019,Kittitas,WA,Truck,0,0,0,14571,14571,0.00
April 30 2024,Lincoln,WA,Truck,1,0,1,4664,4665,0.02
July 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
February 28 2017,Okanogan,WA,Passenger,3,15,18,25667,25685,0.07
March 31 2021,Tarrant,TX,Passenger,1,0,1,161,162,0.62
October 31 2017,Kittitas,WA,Truck,0,0,0,13697,13697,0.00
November 30 2019,Wayne,MI,Passenger,0,1,1,63,64,1.56
March 31 2021,Nassau,FL,Passenger,1,0,1,31,32,3.12
May 31 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
November 30 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
November 30 2019,King,WA,Truck,6,1,7,182300,182307,0.00
September 30 2021,Whatcom,WA,Truck,4,0,4,43791,43795,0.01
December 31 2017,Douglas,WA,Truck,0,0,0,11757,11757,0.00
May 31 2019,Ferry,WA,Passenger,5,2,7,4383,4390,0.16
April 30 2022,Ada,ID,Passenger,1,0,1,189,190,0.53
May 31 2019,Saratoga,NY,Passenger,1,0,1,52,53,1.89
January 31 2022,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
April 30 2017,Mason,WA,Truck,0,0,0,19233,19233,0.00
September 30 2019,Multnomah,OR,Passenger,5,6,11,761,772,1.42
July 31 2021,Hudson,NJ,Passenger,1,0,1,44,45,2.22
August 31 2023,Maricopa,AZ,Passenger,8,5,13,684,697,1.87
May 31 2019,Dale,AL,Passenger,0,1,1,53,54,1.85
November 30 2021,Montgomery,PA,Passenger,2,0,2,22,24,8.33
July 31 2023,Collier,FL,Passenger,1,0,1,16,17,5.88
October 31 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
November 30 2019,Klickitat,WA,Passenger,45,38,83,15668,15751,0.53
June 30 2018,Okaloosa,FL,Passenger,1,0,1,176,177,0.56
February 28 2018,Stevens,WA,Truck,0,0,0,18398,18398,0.00
January 31 2019,Broward,FL,Passenger,2,1,3,129,132,2.27
December 31 2023,Sedgwick,KS,Passenger,1,0,1,44,45,2.22
September 30 2020,Douglas,WA,Passenger,80,45,125,28037,28162,0.44
May 31 2017,Columbia,WA,Passenger,0,1,1,2360,2361,0.04
January 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
December 31 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
February 29 2024,Chesterfield,VA,Passenger,1,0,1,32,33,3.03
October 31 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
March 31 2022,Fredericksburg,VA,Passenger,1,0,1,8,9,11.11
August 31 2023,Champaign,IL,Passenger,1,0,1,13,14,7.14
February 28 2018,Shelby,TN,Passenger,0,1,1,107,108,0.93
February 28 2021,Hawaii,HI,Passenger,1,0,1,54,55,1.82
February 29 2020,Kent,MI,Passenger,0,1,1,25,26,3.85
April 30 2018,Walla Walla,WA,Passenger,34,40,74,35453,35527,0.21
March 31 2023,Whatcom,WA,Truck,48,0,48,42896,42944,0.11
May 31 2017,Columbia,WA,Truck,0,0,0,1538,1538,0.00
December 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2019,Suffolk,MA,Passenger,0,1,1,39,40,2.50
July 31 2022,Frederick,MD,Passenger,1,0,1,64,65,1.54
September 30 2019,Skagit,WA,Passenger,315,210,525,92502,93027,0.56
April 30 2018,Pend Oreille,WA,Passenger,4,5,9,9476,9485,0.09
September 30 2018,Nassau,NY,Passenger,2,0,2,40,42,4.76
June 30 2020,Harris,TX,Passenger,1,0,1,261,262,0.38
June 30 2020,San Francisco,CA,Passenger,1,1,2,99,101,1.98
April 30 2020,Tulsa,OK,Passenger,1,1,2,51,53,3.77
July 31 2020,Stafford,VA,Passenger,1,1,2,97,99,2.02
March 31 2022,Hamilton,OH,Passenger,1,0,1,37,38,2.63
October 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
September 30 2021,Gwinnett,GA,Passenger,1,0,1,61,62,1.61
October 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2017,Douglas,WA,Passenger,38,33,71,27174,27245,0.26
January 31 2019,San Diego,CA,Passenger,10,2,12,2593,2605,0.46
October 31 2022,Maui,HI,Passenger,1,0,1,26,27,3.70
August 31 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
August 31 2018,King,WA,Passenger,13800,5938,19738,1373319,1393057,1.42
November 30 2019,Spokane,WA,Truck,1,0,1,96197,96198,0.00
April 30 2018,Columbia,WA,Truck,0,0,0,1523,1523,0.00
July 31 2017,Bergen,NJ,Passenger,0,2,2,31,33,6.06
August 31 2018,Kootenai,ID,Passenger,0,1,1,221,222,0.45
November 30 2021,Henrico,VA,Passenger,0,1,1,14,15,6.67
February 28 2021,Multnomah,OR,Passenger,3,5,8,694,702,1.14
January 31 2022,Hamilton,OH,Passenger,1,0,1,37,38,2.63
January 31 2019,Juneau,AK,Passenger,0,1,1,40,41,2.44
August 31 2021,Grant,WA,Passenger,123,96,219,66825,67044,0.33
April 30 2024,Multnomah,OR,Passenger,1,1,2,316,318,0.63
February 28 2021,St. Louis,MO,Passenger,1,0,1,97,98,1.02
September 30 2020,Arapahoe,CO,Passenger,1,0,1,135,136,0.74
September 30 2021,Douglas,WA,Truck,0,0,0,12709,12709,0.00
January 31 2024,Kitsap,WA,Passenger,4046,1525,5571,174461,180032,3.09
January 31 2017,Stevens,WA,Passenger,6,21,27,31523,31550,0.09
November 30 2023,Harris,TX,Passenger,2,1,3,119,122,2.46
February 29 2024,Pend Oreille,WA,Passenger,33,22,55,8682,8737,0.63
February 29 2024,Douglas,WA,Truck,11,0,11,12939,12950,0.08
June 30 2023,Kings,CA,Passenger,2,2,4,277,281,1.42
October 31 2022,Cook,IL,Passenger,3,0,3,190,193,1.55
September 30 2017,Fairfax,VA,Passenger,3,2,5,844,849,0.59
December 31 2023,Cook,IL,Passenger,3,1,4,138,142,2.82
April 30 2019,Ada,ID,Passenger,0,2,2,321,323,0.62
December 31 2018,DuPage,IL,Passenger,1,0,1,62,63,1.59
June 30 2021,Rockingham,NH,Passenger,1,0,1,21,22,4.55
August 31 2023,Kittitas,WA,Passenger,388,107,495,29341,29836,1.66
February 29 2024,Muscogee,GA,Passenger,0,1,1,79,80,1.25
May 31 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
August 31 2023,Clark,WA,Truck,114,0,114,81368,81482,0.14
October 31 2017,Pacific,WA,Passenger,14,10,24,15316,15340,0.16
June 30 2017,Hardin,KY,Passenger,0,1,1,116,117,0.85
December 31 2023,Beaufort,SC,Passenger,1,0,1,26,27,3.70
April 30 2022,Baltimore,MD,Passenger,1,0,1,85,86,1.16
October 31 2018,Lake,CA,Passenger,0,1,1,11,12,8.33
July 31 2023,New York,NY,Passenger,1,0,1,34,35,2.86
July 31 2023,Cochise,AZ,Passenger,1,0,1,62,63,1.59
June 30 2021,Norfolk,VA,Passenger,2,3,5,325,330,1.52
February 29 2024,Goochland,VA,Passenger,1,0,1,32,33,3.03
April 30 2022,Montgomery,PA,Passenger,2,0,2,24,26,7.69
August 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
August 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2022,Skagit,WA,Passenger,854,348,1202,89701,90903,1.32
September 30 2018,Pinal,AZ,Passenger,2,0,2,208,210,0.95
December 31 2022,Marin,CA,Passenger,1,1,2,32,34,5.88
May 31 2018,Broward,FL,Passenger,1,1,2,131,133,1.50
June 30 2023,Tarrant,TX,Passenger,1,0,1,81,82,1.22
April 30 2024,Hennepin,MN,Passenger,1,0,1,26,27,3.70
April 30 2020,Pierce,WA,Truck,0,0,0,141084,141084,0.00
January 31 2023,Klickitat,WA,Truck,4,0,4,8233,8237,0.05
April 30 2022,Lane,OR,Passenger,0,2,2,109,111,1.80
April 30 2018,San Mateo,CA,Passenger,1,1,2,135,137,1.46
December 31 2021,Mason,WA,Truck,0,0,0,21193,21193,0.00
March 31 2024,San Diego,CA,Passenger,16,9,25,1774,1799,1.39
February 28 2018,Brevard,FL,Passenger,0,1,1,104,105,0.95
March 31 2021,Santa Clara,CA,Passenger,8,2,10,289,299,3.34
August 31 2017,Pend Oreille,WA,Truck,0,0,0,5553,5553,0.00
May 31 2019,DuPage,IL,Passenger,1,0,1,65,66,1.52
September 30 2020,Sumter,FL,Passenger,0,1,1,11,12,8.33
January 31 2022,Clark,WA,Passenger,3540,1570,5110,319214,324324,1.58
March 31 2022,Kern,CA,Passenger,0,1,1,197,198,0.51
December 31 2020,Larimer,CO,Passenger,1,0,1,52,53,1.89
November 30 2019,Ada,ID,Passenger,0,1,1,304,305,0.33
May 31 2019,Ramsey,MN,Passenger,1,0,1,44,45,2.22
November 30 2018,Albemarle,VA,Passenger,1,0,1,27,28,3.57
March 31 2022,Alexandria,VA,Passenger,4,0,4,109,113,3.54
November 30 2022,Charles,MD,Passenger,1,1,2,55,57,3.51
June 30 2017,Morris,NJ,Passenger,1,0,1,24,25,4.00
November 30 2021,Pend Oreille,WA,Passenger,18,7,25,9159,9184,0.27
October 31 2018,Contra Costa,CA,Passenger,0,2,2,412,414,0.48
October 31 2017,District of Columbia,DC,Passenger,0,3,3,201,204,1.47
September 30 2023,Benton,WA,Truck,30,0,30,43146,43176,0.07
September 30 2022,Harnett,NC,Passenger,2,0,2,157,159,1.26
March 31 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
December 31 2018,Madison,ID,Passenger,1,0,1,36,37,2.70
March 31 2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2023,Champaign,IL,Passenger,1,0,1,13,14,7.14
September 30 2019,Franklin,WA,Truck,0,0,0,19531,19531,0.00
May 31 2018,Kittitas,WA,Passenger,45,32,77,28903,28980,0.27
February 28 2019,Bexar,TX,Passenger,2,4,6,702,708,0.85
February 29 2020,Virginia Beach,VA,Passenger,1,0,1,689,690,0.14
September 30 2018,Dale,AL,Passenger,0,1,1,54,55,1.82
July 31 2020,Whatcom,WA,Passenger,1092,499,1591,149265,150856,1.05
April 30 2022,Anne Arundel,MD,Passenger,3,2,5,366,371,1.35
December 31 2022,Grays Harbor,WA,Truck,2,0,2,21060,21062,0.01
March 31 2021,Fulton,GA,Passenger,0,3,3,90,93,3.23
August 31 2021,Dallas,TX,Passenger,1,0,1,159,160,0.62
July 31 2020,Nueces,TX,Passenger,1,0,1,85,86,1.16
June 30 2019,Hennepin,MN,Passenger,2,1,3,104,107,2.80
July 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
August 31 2019,Lewis,WA,Passenger,105,98,203,59358,59561,0.34
July 31 2023,Walla Walla,WA,Passenger,226,114,340,35408,35748,0.95
March 31 2023,Lincoln,WA,Passenger,18,17,35,7703,7738,0.45
October 31 2020,San Mateo,CA,Passenger,1,1,2,115,117,1.71
August 31 2023,Clallam,WA,Truck,19,0,19,21667,21686,0.09
August 31 2018,Island,WA,Truck,0,0,0,21040,21040,0.00
May 31 2023,Norfolk,MA,Passenger,1,0,1,19,20,5.00
July 31 2017,Whitman,WA,Truck,0,0,0,8425,8425,0.00
August 31 2022,San Juan,WA,Passenger,529,162,691,13978,14669,4.71
February 29 2020,Moore,NC,Passenger,0,1,1,165,166,0.60
January 31 2018,Anne Arundel,MD,Passenger,0,1,1,473,474,0.21
November 30 2020,Stevens,WA,Truck,0,0,0,18665,18665,0.00
December 31 2019,Contra Costa,CA,Passenger,3,2,5,340,345,1.45
January 31 2018,Honolulu,HI,Passenger,2,2,4,569,573,0.70
March 31 2020,Ulster,NY,Passenger,1,0,1,13,14,7.14
September 30 2019,Cascade,MT,Passenger,0,1,1,63,64,1.56
December 31 2018,Bucks,PA,Passenger,1,0,1,18,19,5.26
March 31 2021,DeKalb,GA,Passenger,1,0,1,65,66,1.52
June 30 2022,Lake,IN,Passenger,0,1,1,9,10,10.00
May 31 2017,Pacific,WA,Passenger,9,7,16,15133,15149,0.11
November 30 2020,Goochland,VA,Passenger,4,2,6,260,266,2.26
February 28 2023,Whitman,WA,Truck,4,0,4,8644,8648,0.05
August 31 2022,Penobscot,ME,Passenger,0,1,1,9,10,10.00
April 30 2020,Santa Clara,CA,Passenger,8,2,10,335,345,2.90
February 28 2022,Whatcom,WA,Truck,4,0,4,43577,43581,0.01
June 30 2018,Prince George,VA,Passenger,0,1,1,71,72,1.39
February 28 2018,Montgomery,PA,Passenger,1,0,1,35,36,2.78
August 31 2023,Texas,MO,Passenger,1,0,1,1,2,50.00
January 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
July 31 2017,Chelan,WA,Passenger,68,35,103,52140,52243,0.20
January 31 2019,Island,WA,Passenger,288,230,518,63228,63746,0.81
April 30 2022,Kittitas,WA,Passenger,236,78,314,29736,30050,1.04
February 28 2018,Alameda,CA,Passenger,0,1,1,363,364,0.27
November 30 2020,Anchorage,AK,Passenger,1,0,1,152,153,0.65
November 30 2020,Placer,CA,Passenger,2,0,2,89,91,2.20
March 31 2024,Ada,ID,Passenger,2,0,2,81,83,2.41
February 29 2024,Yuba,CA,Passenger,1,0,1,43,44,2.27
May 31 2022,Ada,ID,Passenger,1,0,1,182,183,0.55
December 31 2023,Saratoga,NY,Passenger,1,1,2,29,31,6.45
August 31 2023,Brown,WI,Passenger,1,0,1,6,7,14.29
July 31 2019,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
July 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
July 31 2021,Broward,FL,Passenger,2,0,2,113,115,1.74
January 31 2019,Chelan,WA,Truck,0,0,0,22103,22103,0.00
March 31 2021,Okaloosa,FL,Passenger,0,1,1,138,139,0.72
May 31 2023,Garfield,WA,Truck,0,0,0,976,976,0.00
November 30 2023,New Haven,CT,Passenger,0,2,2,25,27,7.41
May 31 2020,Ramsey,MN,Passenger,1,0,1,41,42,2.38
September 30 2022,Juneau,AK,Passenger,0,1,1,30,31,3.23
June 30 2017,Garfield,WA,Truck,0,0,0,939,939,0.00
November 30 2022,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
November 30 2022,Cumberland,NC,Passenger,1,4,5,354,359,1.39
May 31 2022,Adams,WA,Truck,0,0,0,5473,5473,0.00
November 30 2019,Cowlitz,WA,Truck,0,0,0,29023,29023,0.00
July 31 2021,Williamson,TX,Passenger,0,2,2,116,118,1.69
March 31 2024,El Paso,TX,Passenger,3,0,3,240,243,1.23
September 30 2022,Nueces,TX,Passenger,1,1,2,53,55,3.64
April 30 2021,Bartow,GA,Passenger,0,1,1,6,7,14.29
April 30 2024,Island,WA,Passenger,1399,517,1916,59574,61490,3.12
February 28 2017,Pend Oreille,WA,Passenger,1,4,5,9299,9304,0.05
August 31 2019,Ramsey,MN,Passenger,1,0,1,40,41,2.44
November 30 2019,Garfield,WA,Passenger,0,1,1,1303,1304,0.08
May 31 2019,Clark,NV,Passenger,4,2,6,704,710,0.85
April 30 2017,Prince William,VA,Passenger,0,4,4,276,280,1.43
February 28 2019,Cascade,MT,Passenger,0,1,1,60,61,1.64
October 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
April 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2022,Clark,WA,Passenger,4342,1851,6193,315142,321335,1.93
November 30 2021,Tarrant,TX,Passenger,3,0,3,146,149,2.01
August 31 2019,Mason,WA,Truck,0,0,0,20407,20407,0.00
April 30 2024,Kitsap,WA,Truck,133,0,133,50136,50269,0.26
September 30 2022,Williamson,TX,Passenger,0,2,2,79,81,2.47
October 31 2023,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
November 30 2017,Montgomery,TX,Passenger,1,0,1,63,64,1.56
March 31 2022,Prince George's,MD,Passenger,2,1,3,146,149,2.01
September 30 2019,Washoe,NV,Passenger,2,0,2,114,116,1.72
November 30 2022,Charleston,SC,Passenger,2,2,4,61,65,6.15
January 31 2021,Franklin,WA,Truck,0,0,0,20487,20487,0.00
December 31 2019,Lincoln,WA,Truck,0,0,0,4681,4681,0.00
July 31 2017,Klickitat,WA,Truck,0,0,0,7945,7945,0.00
October 31 2018,Island,WA,Passenger,244,217,461,63020,63481,0.73
July 31 2019,Manatee,FL,Passenger,1,0,1,32,33,3.03
May 31 2023,Hamilton,OH,Truck,1,0,1,4,5,20.00
January 31 2022,Skagit,WA,Passenger,700,307,1007,90802,91809,1.10
May 31 2017,Walla Walla,WA,Passenger,23,24,47,34854,34901,0.13
February 29 2020,Pacific,WA,Passenger,30,32,62,16064,16126,0.38
August 31 2023,Gwinnett,GA,Passenger,1,0,1,40,41,2.44
October 31 2019,Maricopa,AZ,Passenger,6,7,13,1606,1619,0.80
June 30 2020,Palm Beach,FL,Passenger,0,2,2,81,83,2.41
August 31 2018,Marion,IN,Passenger,1,0,1,121,122,0.82
July 31 2021,DeKalb,GA,Passenger,1,0,1,61,62,1.61
January 31 2024,Kent,DE,Passenger,1,0,1,36,37,2.70
April 30 2022,Oldham,KY,Passenger,0,1,1,4,5,20.00
June 30 2020,Tulsa,OK,Passenger,1,1,2,51,53,3.77
May 31 2023,Kootenai,ID,Truck,1,0,1,29,30,3.33
February 29 2024,Franklin,WA,Truck,11,0,11,20626,20637,0.05
May 31 2021,Anne Arundel,MD,Passenger,3,1,4,393,397,1.01
July 31 2022,Lake,IN,Passenger,0,1,1,9,10,10.00
November 30 2019,Clay,FL,Passenger,0,1,1,90,91,1.10
August 31 2022,York,VA,Passenger,1,0,1,82,83,1.20
July 31 2021,Collier,FL,Passenger,1,0,1,22,23,4.35
June 30 2022,Deschutes,OR,Passenger,2,0,2,92,94,2.13
April 30 2024,Atlantic,NJ,Passenger,1,0,1,11,12,8.33
December 31 2020,Howard,IN,Passenger,0,1,1,3,4,25.00
June 30 2022,Harford,MD,Passenger,1,1,2,50,52,3.85
October 31 2019,Ferry,WA,Truck,0,0,0,3576,3576,0.00
March 31 2022,Manassas,VA,Passenger,0,1,1,7,8,12.50
December 31 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
May 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
December 31 2023,Grays Harbor,WA,Passenger,377,223,600,47947,48547,1.24
January 31 2023,Stevens,WA,Truck,2,0,2,18733,18735,0.01
November 30 2017,Moore,NC,Passenger,0,1,1,200,201,0.50
January 31 2019,King,WA,Truck,6,1,7,182361,182368,0.00
May 31 2020,Klamath,OR,Passenger,1,0,1,34,35,2.86
March 31 2019,Pima,AZ,Passenger,1,1,2,423,425,0.47
October 31 2021,Henrico,VA,Passenger,0,1,1,14,15,6.67
March 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
November 30 2020,Kootenai,ID,Passenger,0,1,1,209,210,0.48
December 31 2023,Mobile,AL,Passenger,1,0,1,24,25,4.00
September 30 2018,Yakima,WA,Passenger,67,93,160,164219,164379,0.10
July 31 2017,District of Columbia,DC,Passenger,0,3,3,208,211,1.42
April 30 2022,Middlesex,MA,Passenger,1,0,1,95,96,1.04
June 30 2022,Yellowstone,MT,Passenger,0,1,1,22,23,4.35
March 31 2017,Charles,MD,Passenger,0,1,1,92,93,1.08
September 30 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
May 31 2018,Douglas,WA,Passenger,44,31,75,27546,27621,0.27
October 31 2018,Klickitat,WA,Passenger,24,32,56,15386,15442,0.36
March 31 2023,Pierce,WA,Truck,126,0,126,138070,138196,0.09
May 31 2019,Solano,CA,Passenger,1,0,1,217,218,0.46
September 30 2019,Skagit,WA,Truck,1,0,1,32510,32511,0.00
February 28 2018,Morris,NJ,Passenger,1,0,1,19,20,5.00
December 31 2023,Hamilton,OH,Passenger,1,0,1,24,25,4.00
November 30 2021,Chelan,WA,Passenger,400,113,513,54686,55199,0.93
May 31 2017,Clackamas,OR,Passenger,1,1,2,303,305,0.66
February 28 2023,St. Clair,IL,Passenger,1,0,1,109,110,0.91
November 30 2022,Franklin,WA,Truck,3,0,3,20926,20929,0.01
March 31 2024,Kent,DE,Passenger,1,0,1,34,35,2.86
September 30 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
September 30 2023,Sheridan,WY,Passenger,1,0,1,3,4,25.00
April 30 2023,Autauga,AL,Passenger,2,0,2,13,15,13.33
May 31 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
February 28 2019,Okanogan,WA,Passenger,19,21,40,25956,25996,0.15
January 31 2019,Pacific,WA,Passenger,22,26,48,15874,15922,0.30
June 30 2022,Williamson,TX,Passenger,1,2,3,91,94,3.19
October 31 2021,Howard,MD,Passenger,0,1,1,63,64,1.56
March 31 2020,Valencia,NM,Passenger,1,0,1,7,8,12.50
September 30 2021,Pierce,WA,Passenger,3875,2065,5940,558436,564376,1.05
November 30 2021,Prince William,VA,Passenger,1,2,3,211,214,1.40
July 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
April 30 2024,Las Animas,CO,Passenger,1,0,1,0,1,100.00
May 31 2020,Adams,WA,Passenger,8,7,15,12713,12728,0.12
